sales_date;order_id;product_name;category;price;quantity;total;discount;shipping_fee;total_sales;customer_name;customer_address;channel;rating;status;
25/02/2025;P03060;  Deterjen ;Pembersih;10000;1;;0.15;20000;;Eka;Surabaya;hijau_toko_web;3;Pending;
25/02/2025;P03061;Minyak Goreng;Makanan;18000;2;;0.15;0;;Dewa;Bandung;Offline;2;Pending;
25/02/2025;P03062;Sabun Mandi;PEMBERSIH;7000;1;;0.15;22000;;Meli;Makassar;Online - Toko Hijau;2;Failed;
25/02/2025;P03063;Sabun Mandi;Pembersih;7000;1;;0.15;22000;;Fadli;Makassar;Online - Toko Oren;2;Failed;
25/02/2025;P03064;Teh;makanan;15000;1;;0.15;20000;;Budi;Malang;Online - Toko Oren;3;Failed;
25/02/2025;P03065;Minyak Goreng;MAKANAN;18000;2;;0.15;18000;;Eka;Yogyakarta;Offline;4;Returned;
25/02/2025;P03066;Deterjen;PEMBERSIH;10000;3;;0.15;20000;;Bobby;Surabaya;Online - Toko Hijau;2;Returned;
25/02/2025;P03067;Sabun Cuci;PEMBERSIH;5000;3;;0.15;12000;;Eli;Bogor;Online - Toko Oren;1;Sukses;
25/02/2025;P03068;Pembersih Lantai;Pembersih;8000;3;;0.15;10000;;Bobby;Depok;Offline;5;Failed;
25/02/2025;P03069;Shampo;Perawatan;20000;1;;0.15;12000;;Vera;Bekasi;Online - Toko Oren;4;Returned;
25/02/2025;P03070;Pasta Gigi;PERAWATAN;15000;3;;0.15;0;;Nanda;Bandung;Offline;2;Pending;
25/02/2025;P03071;Shampo;PERAWATAN;20000;2;;0.15;15000;;Oto;Jakarta;Online - Toko Hijau;2;Failed;
25/02/2025;P03072;Pembersih Wajah;PERAWATAN;12000;3;;0.15;18000;;Wira;Yogyakarta;Online - Toko Oren;5;Pending;
25/02/2025;P03073;Pembersih Lantai;Pembersih;8000;3;;0.15;12000;;Fiona;Bogor;Online - Toko Oren;1;Returned;
25/02/2025;P03074;Minyak Goreng;MAKANAN;18000;2;;0.15;15000;;Vina;Jakarta;Online - Toko Oren;1;Pending;
25/02/2025;P03075;Pembersih Lantai;Pembersih;8000;1;;0.15;10000;;Oki;Depok;Online - Toko Hijau;1;Returned;
25/02/2025;P03076;Shampo;Perawatan;20000;1;;0.15;22000;;Taufik;Makassar;Offline;1;Sukses;
25/02/2025;P03077;Kopi;Makanan;25000;3;;0.15;30000;;Rudi;Samarinda;Online - Toko Oren;2;Failed;
25/02/2025;P03078;Pembersih Lantai;PEMBERSIH;8000;1;;0.15;18000;;Eli;Palembang;Online - Toko Oren;5;Returned;
25/02/2025;P03079;  Sabun Mandi ;Pembersih;7000;2;;0.15;10000;;Meli;Depok;Online - Toko Oren;4;Returned;
25/02/2025;P03080;Sabun Cuci;pembersih;5000;2;;0.15;13000;;Vira;Tangerang;Online - Toko Hijau;2;Pending;
25/02/2025;P03081;Deterjen;Pembersih;10000;2;;0.15;12000;;Petrus;Bogor;Offline;1;Returned;
25/02/2025;P03082;Sabun Cuci;pembersih;5000;3;;0.15;22000;;Yusra;Makassar;Online - Toko Oren;1;Failed;
25/02/2025;P03083;Sabun Mandi;PEMBERSIH;7000;3;;0.15;13000;;Lina;Tangerang;Online - Toko Oren;2;Pending;
25/02/2025;P03084;Deterjen;Pembersih;10000;2;;0.15;10000;;Gandhi;Depok;Online - Toko Hijau;1;Returned;
25/02/2025;P03085;Sabun Mandi;PEMBERSIH;7000;1;;0.15;18000;;Eli;Yogyakarta;Offline;5;Returned;
25/02/2025;P03086;Shampo;perawatan;20000;3;;0.15;12000;;Stefan;Bogor;Offline;5;Sukses;
25/02/2025;P03087;  Pasta Gigi ;PERAWATAN;15000;1;;0.15;20000;;Wira;Malang;Online - Toko Oren;5;Sukses;
25/02/2025;P03088;Kopi;MAKANAN;25000;1;;0.15;15000;;Oki;Semarang;Offline;3;Pending;
25/02/2025;P03089;Sabun Cuci;Pembersih;5000;2;;0.15;25000;;Nanda;Medan;Online - Toko Hijau;5;Returned;
25/02/2025;P03090;Sabun Mandi;Pembersih;7000;1;;0.15;12000;;Oto;Bekasi;Online - Toko Oren;3;Failed;
25/02/2025;P03091;Kopi;MAKANAN;25000;3;;0.15;12000;;Santi;Bogor;Online - Toko Hijau;5;Pending;
25/02/2025;P03092;Sabun Mandi;PEMBERSIH;7000;1;;0.15;25000;;Meli;Medan;Offline;2;Pending;
25/02/2025;P03093;  Minyak Goreng ;Makanan;18000;3;;0.15;30000;;Hana;Samarinda;Online - Toko Oren;3;Failed;
25/02/2025;P03094;Pembersih Lantai;PEMBERSIH;8000;2;;0.15;18000;;Nadia;Palembang;Online - Toko Oren;1;Returned;
25/02/2025;P03095;Pembersih Wajah;Perawatan;12000;2;;0.15;20000;;Wahyu;Surabaya;Online - Toko Oren;1;Sukses;
25/02/2025;P03096;Pasta Gigi;perawatan;15000;3;;0.15;18000;;Putra;Palembang;Online - Toko Hijau;3;Returned;
25/02/2025;P03097;Minyak Goreng;makanan;18000;1;;0.15;15000;;Vian;Jakarta;Offline;2;Sukses;
25/02/2025;P03098;Shampo;perawatan;20000;3;;0.15;30000;;Fiona;Samarinda;Offline;4;Pending;
25/02/2025;P03099;Pembersih Wajah;Perawatan;12000;1;;0.15;10000;;Dina;Depok;Offline;5;Sukses;
25/02/2025;P03100;  Teh ;makanan;15000;2;;0.15;22000;;Gina;Makassar;Online - Toko Hijau;5;Failed;
26/02/2025;P03101;Pembersih Wajah;Perawatan;12000;3;;0;15000;;Wira;Semarang;Offline;1;Pending;
26/02/2025;P03102;Sabun Mandi;Pembersih;7000;1;;0;10000;;Nico;Depok;Online - Toko Hijau;3;Sukses;
26/02/2025;P03103;Pasta Gigi;PERAWATAN;15000;1;;0;25000;;Wira;Medan;Online - Toko Oren;1;Failed;
26/02/2025;P03104;  Teh ;MAKANAN;15000;1;;0;12000;;Oto;Bekasi;Online - Toko Oren;1;Returned;
26/02/2025;P03105;Teh;MAKANAN;15000;1;;0;25000;;Tian;Medan;Online - Toko Hijau;1;Sukses;
26/02/2025;P03106;Pembersih Wajah;Perawatan;12000;1;;0;25000;;Rudi;Bali;Online - Toko Hijau;5;Sukses;
26/02/2025;P03107;Kopi;Makanan;25000;1;;0;18000;;Oki;Palembang;Offline;3;Failed;
26/02/2025;P03108;Kopi;MAKANAN;25000;2;;0;22000;;Jamil;Makassar;Offline;3;Pending;
26/02/2025;P03109;  Shampo ;PERAWATAN;20000;1;;0;22000;;Krisna;Makassar;Online - Toko Hijau;5;Returned;
26/02/2025;P03110;Pembersih Lantai;pembersih;8000;2;;0;18000;;Shinta;Palembang;Online - Toko Oren;3;Sukses;
26/02/2025;P03111;Shampo;PERAWATAN;20000;1;;0;15000;;Eka;Semarang;Online - Toko Hijau;2;Returned;
26/02/2025;P03112;Sabun Mandi;PEMBERSIH;7000;1;;0;15000;;Andi;Semarang;Offline;2;Pending;
26/02/2025;P03113;Deterjen;pembersih;10000;1;;0;22000;;Eli;Makassar;Toko_Oren_Online;2;Pending;
26/02/2025;P03114;Deterjen;PEMBERSIH;10000;1;;0;18000;;Ulya;Palembang;Online - Toko Hijau;3;Sukses;
26/02/2025;P03115;  Teh ;MAKANAN;15000;3;;0;13000;;Jamil;Tangerang;Online - Toko Hijau;1;Returned;
26/02/2025;P03116;Sabun Mandi;Pembersih;7000;2;;0;30000;;Cahya;Samarinda;Online - Toko Oren;4;Sukses;
26/02/2025;P03117;Deterjen;Pembersih;10000;3;;0;22000;;Nia;Makassar;Online - Toko Oren;3;Sukses;
26/02/2025;P03118;Sabun Cuci;Pembersih;5000;1;;0;20000;;Fadli;Surabaya;Toko_Oren_Online;5;Pending;
26/02/2025;P03119;Kopi;MAKANAN;25000;2;;0;30000;;Vira;Samarinda;Online - Toko Hijau;2;Sukses;
26/02/2025;P03120;Teh;MAKANAN;15000;1;;0;25000;;Nadia;Medan;Online - Toko Hijau;5;Sukses;
26/02/2025;P03121;Shampo;Perawatan;20000;3;;0;22000;;Nanda;Makassar;Online - Toko Hijau;4;Failed;
26/02/2025;P03122;Kopi;Makanan;25000;2;;0;22000;;Rina;Makassar;hijau_toko_web;4;Failed;
26/02/2025;P03123;  Pasta Gigi ;perawatan;15000;1;;0;12000;;Herry;Bogor;Online - Toko Hijau;3;Returned;
26/02/2025;P03124;Pembersih Lantai;PEMBERSIH;8000;2;;0;15000;;Hadi;Jakarta;Online - Toko Oren;3;Returned;
26/02/2025;P03125;  Sabun Cuci ;PEMBERSIH;5000;1;;0;15000;;Dina;Semarang;Offline;5;Returned;
26/02/2025;P03126;Pembersih Lantai;pembersih;8000;3;;0;12000;;Tina;Bogor;Offline;5;Sukses;
26/02/2025;P03127;Pembersih Wajah;Perawatan;12000;3;;0;30000;;Putri;Samarinda;Offline;3;Sukses;
26/02/2025;P03128;Kopi;makanan;25000;2;;0;30000;;Elisa;Samarinda;Offline;4;Failed;
26/02/2025;P03129;Pembersih Wajah;Perawatan;12000;1;;0;12000;;Eka;Bekasi;Online - Toko Oren;3;Sukses;
26/02/2025;P03130;  Teh ;MAKANAN;15000;1;;0;12000;;Dicky;Bekasi;Offline;4;Sukses;
26/02/2025;P03131;Pasta Gigi;perawatan;15000;2;;0;0;;Wira;Bandung;hijau_toko_web;4;Sukses;
26/02/2025;P03132;Teh;MAKANAN;15000;2;;0;10000;;Jamil;Depok;Online - Toko Hijau;5;Pending;
26/02/2025;P03133;Sabun Mandi;Pembersih;7000;1;;0;25000;;Santi;Medan;Online - Toko Hijau;1;Failed;
26/02/2025;P03134;Sabun Cuci;PEMBERSIH;5000;3;;0;18000;;Putra;Palembang;Online - Toko Hijau;1;Pending;
26/02/2025;P03135;  Minyak Goreng ;Makanan;18000;1;;0;25000;;Aulia;Bali;Online - Toko Hijau;3;Pending;
26/02/2025;P03136;Kopi;makanan;25000;2;;0;13000;;Eka;Tangerang;Online - Toko Hijau;2;Returned;
26/02/2025;P03137;Sabun Mandi;PEMBERSIH;7000;1;;0;20000;;Wira;Surabaya;Online - Toko Oren;5;Returned;
26/02/2025;P03138;Pembersih Lantai;pembersih;8000;2;;0;25000;;Jaya;Bali;Online - Toko Oren;2;Returned;
26/02/2025;P03139;Teh;makanan;15000;3;;0;18000;;Putra;Yogyakarta;Online - Toko Oren;3;Sukses;
26/02/2025;P03140;Pasta Gigi;PERAWATAN;15000;1;;0;15000;;Luki;Semarang;Offline;3;Failed;
26/02/2025;P03141;Deterjen;PEMBERSIH;10000;1;;0;18000;;Mira;Yogyakarta;Online - Toko Oren;1;Failed;
26/02/2025;P03142;  Minyak Goreng ;makanan;18000;3;;0;20000;;Hendra;Malang;Online - Toko Oren;5;Sukses;
26/02/2025;P03143;Kopi;Makanan;25000;3;;0;20000;;Rian;Malang;Online - Toko Oren;4;Sukses;
26/02/2025;P03144;  Sabun Cuci ;PEMBERSIH;5000;3;;0;20000;;Ika;Malang;Online - Toko Oren;1;Returned;
26/02/2025;P03145;Sabun Mandi;Pembersih;7000;3;;0;12000;;Citra;Bekasi;Offline;2;Failed;
26/02/2025;P03146;Sabun Mandi;PEMBERSIH;7000;1;;0;15000;;Rian;Jakarta;Online - Toko Oren;5;Failed;
26/02/2025;P03147;Sabun Mandi;pembersih;7000;2;;0;12000;;Eli;Bekasi;Online - Toko Hijau;3;Pending;
26/02/2025;P03148;  Pembersih Lantai ;PEMBERSIH;8000;1;;0;20000;;Kiki;Surabaya;Online - Toko Oren;4;Pending;
26/02/2025;P03149;Pembersih Lantai;pembersih;8000;1;;0;13000;;Kenny;Tangerang;Toko_Oren_Online;3;Failed;
26/02/2025;P03150;Deterjen;pembersih;10000;1;;0;13000;;Gina;Tangerang;Online - Toko Oren;1;Failed;
26/02/2025;P03151;Pembersih Wajah;perawatan;12000;3;;0;25000;;Siska;Medan;Online - Toko Oren;2;Sukses;
26/02/2025;P03152;Pembersih Wajah;PERAWATAN;12000;3;;0;12000;;Arief;Bogor;Offline;3;Returned;
26/02/2025;P03153;Teh;Makanan;15000;2;;0;25000;;Dicky;Medan;Offline;3;Failed;
26/02/2025;P03154;Pembersih Lantai;PEMBERSIH;8000;1;;0;25000;;Gina;Medan;Online - Toko Hijau;5;Pending;
26/02/2025;P03155;Pembersih Wajah;Perawatan;12000;3;;0;12000;;Bobby;Bekasi;Online - Toko Hijau;4;Returned;
27/02/2025;P03156;Deterjen;Pembersih;10000;3;;0;30000;;Nico;Samarinda;Offline;1;Returned;
27/02/2025;P03157;Shampo;Perawatan;20000;3;;0;18000;;Meli;Yogyakarta;Offline;1;Returned;
27/02/2025;P03158;Shampo;PERAWATAN;20000;2;;0;25000;;Stefan;Medan;Online - Toko Hijau;5;Pending;
27/02/2025;P03159;  Shampo ;perawatan;20000;3;;0;12000;;Irma;Bekasi;Online - Toko Oren;1;Sukses;
27/02/2025;P03160;Sabun Mandi;pembersih;7000;1;;0;15000;;Aulia;Semarang;Online - Toko Hijau;1;Failed;
27/02/2025;P03161;Kopi;MAKANAN;25000;2;;0;10000;;Oki;Depok;Online - Toko Oren;5;Sukses;
27/02/2025;P03162;Kopi;Makanan;25000;2;;0;25000;;Yusuf;Bali;Offline;4;Sukses;
27/02/2025;P03163;Minyak Goreng;makanan;18000;1;;0;22000;;Gandhi;Makassar;Online - Toko Hijau;3;Failed;
27/02/2025;P03164;Pembersih Wajah;Perawatan;12000;1;;0;20000;;Rian;Surabaya;Online - Toko Hijau;1;Sukses;
27/02/2025;P03165;Teh;makanan;15000;3;;0;22000;;Ika;Makassar;Online - Toko Hijau;5;Pending;
27/02/2025;P03166;Sabun Mandi;Pembersih;7000;3;;0;12000;;Wira;Bogor;Online - Toko Oren;1;Failed;
27/02/2025;P03167;Pasta Gigi;Perawatan;15000;2;;0;0;;Yusuf;Bandung;Offline;4;Returned;
27/02/2025;P03168;Minyak Goreng;MAKANAN;18000;2;;0;10000;;Tegar;Depok;Online - Toko Oren;4;Failed;
27/02/2025;P03169;Pembersih Lantai;pembersih;8000;1;;0;13000;;Riko;Tangerang;Online - Toko Oren;5;Pending;
27/02/2025;P03170;Pasta Gigi;PERAWATAN;15000;1;;0;13000;;Dicky;Tangerang;Online - Toko Hijau;4;Sukses;
27/02/2025;P03171;Shampo;perawatan;20000;1;;0;12000;;Ulya;Bekasi;Online - Toko Oren;5;Pending;
27/02/2025;P03172;Teh;makanan;15000;2;;0;15000;;Citra;Semarang;Offline;2;Returned;
27/02/2025;P03173;Deterjen;Pembersih;10000;1;;0;12000;;Juli;Bogor;Online - Toko Oren;3;Pending;
27/02/2025;P03174;Pasta Gigi;PERAWATAN;15000;1;;0;20000;;Sari;Surabaya;Online - Toko Hijau;3;Pending;
27/02/2025;P03175;Deterjen;PEMBERSIH;10000;1;;0;18000;;Citra;Yogyakarta;Online - Toko Oren;4;Failed;
27/02/2025;P03176;  Kopi ;Makanan;25000;2;;0;25000;;Yusuf;Bali;Offline;2;Sukses;
27/02/2025;P03177;Pasta Gigi;Perawatan;15000;3;;0;10000;;Nia;Depok;Online - Toko Hijau;5;Failed;
27/02/2025;P03178;Sabun Cuci;PEMBERSIH;5000;1;;0;10000;;Sari;Depok;hijau_toko_web;4;Failed;
27/02/2025;P03179;Shampo;PERAWATAN;20000;3;;0;12000;;Dina;Bogor;Online - Toko Oren;2;Failed;
27/02/2025;P03180;Sabun Mandi;Pembersih;7000;1;;0;0;;Tian;Bandung;Toko_Oren_Online;4;Sukses;
27/02/2025;P03181;Deterjen;pembersih;10000;1;;0;0;;Iwan;Bandung;Online - Toko Oren;5;Pending;
27/02/2025;P03182;  Sabun Mandi ;pembersih;7000;1;;0;15000;;Anisa;Jakarta;Online - Toko Oren;2;Failed;
27/02/2025;P03183;  Minyak Goreng ;MAKANAN;18000;1;;0;13000;;Hadi;Tangerang;Online - Toko Hijau;2;Failed;
27/02/2025;P03184;Deterjen;PEMBERSIH;10000;2;;0;20000;;Beni;Malang;Online - Toko Oren;3;Pending;
27/02/2025;P03185;Sabun Mandi;PEMBERSIH;7000;1;;0;18000;;Irma;Yogyakarta;Online - Toko Oren;3;Sukses;
27/02/2025;P03186;Minyak Goreng;Makanan;18000;1;;0;30000;;Yuni;Samarinda;Online - Toko Oren;1;Sukses;
27/02/2025;P03187;Pembersih Wajah;Perawatan;12000;1;;0;12000;;Rian;Bogor;Offline;1;Failed;
27/02/2025;P03188;Kopi;MAKANAN;25000;2;;0;25000;;Tina;Medan;Offline;2;Sukses;
27/02/2025;P03189;Sabun Cuci;PEMBERSIH;5000;1;;0;25000;;Fadli;Medan;Offline;3;Returned;
27/02/2025;P03190;Sabun Cuci;pembersih;5000;3;;0;15000;;Nico;Jakarta;Online - Toko Hijau;1;Pending;
27/02/2025;P03191;Minyak Goreng;MAKANAN;18000;3;;0;12000;;Joko;Bekasi;Offline;3;Pending;
27/02/2025;P03192;Pembersih Wajah;Perawatan;12000;3;;0;20000;;Yusra;Malang;Online - Toko Hijau;5;Pending;
27/02/2025;P03193;Minyak Goreng;Makanan;18000;1;;0;12000;;Vian;Bogor;Online - Toko Oren;2;Failed;
27/02/2025;P03194;Minyak Goreng;MAKANAN;18000;3;;0;25000;;Umi;Bali;Online - Toko Oren;2;Failed;
27/02/2025;P03195;Pembersih Lantai;PEMBERSIH;8000;3;;0;15000;;Vira;Jakarta;Offline;4;Returned;
27/02/2025;P03196;Kopi;makanan;25000;1;;0;13000;;Umi;Tangerang;Online - Toko Oren;4;Pending;
27/02/2025;P03197;Sabun Cuci;PEMBERSIH;5000;1;;0;13000;;Pandu;Tangerang;Offline;1;Returned;
27/02/2025;P03198;Kopi;MAKANAN;25000;2;;0;12000;;Shinta;Bogor;Online - Toko Oren;3;Returned;
27/02/2025;P03199;Kopi;MAKANAN;25000;2;;0;20000;;Taufik;Malang;Online - Toko Oren;3;Pending;
27/02/2025;P03200;Shampo;perawatan;20000;2;;0;12000;;Sari;Bogor;Online - Toko Oren;3;Failed;
27/02/2025;P03201;Deterjen;PEMBERSIH;10000;1;;0;10000;;Sari;Depok;Offline;3;Failed;
27/02/2025;P03202;  Kopi ;MAKANAN;25000;2;;0;18000;;Fiona;Palembang;Online - Toko Hijau;3;Failed;
27/02/2025;P03203;  Kopi ;makanan;25000;1;;0;18000;;Jaya;Palembang;Offline;5;Sukses;
27/02/2025;P03204;Sabun Cuci;PEMBERSIH;5000;2;;0;15000;;Fiona;Semarang;Online - Toko Oren;4;Pending;
28/02/2025;P03205;  Pembersih Wajah ;PERAWATAN;12000;3;;0;25000;;Rian;Medan;Online - Toko Oren;4;Returned;
28/02/2025;P03206;Pasta Gigi;perawatan;15000;1;;0;20000;;Yusuf;Surabaya;Offline;2;Pending;
28/02/2025;P03207;Deterjen;pembersih;10000;3;;0;25000;;Kirana;Bali;Online - Toko Oren;3;Returned;
28/02/2025;P03208;Sabun Cuci;Pembersih;5000;3;;0;25000;;Fikri;Bali;Online - Toko Hijau;1;Failed;
28/02/2025;P03209;Pasta Gigi;PERAWATAN;15000;2;;0;18000;;Taufik;Yogyakarta;Online - Toko Oren;2;Returned;
28/02/2025;P03210;Minyak Goreng;MAKANAN;18000;1;;0;0;;Omar;Bandung;Offline;1;Pending;
28/02/2025;P03211;Shampo;PERAWATAN;20000;1;;0;20000;;Vera;Surabaya;Online - Toko Hijau;4;Failed;
28/02/2025;P03212;  Sabun Mandi ;PEMBERSIH;7000;1;;0;0;;Sari;Bandung;Offline;5;Returned;
28/02/2025;P03213;Shampo;Perawatan;20000;2;;0;12000;;Oki;Bekasi;Online - Toko Hijau;1;Sukses;
28/02/2025;P03214;  Pembersih Lantai ;PEMBERSIH;8000;1;;0;18000;;Joko;Palembang;Online - Toko Hijau;1;Sukses;
28/02/2025;P03215;Minyak Goreng;MAKANAN;18000;2;;0;18000;;Kiki;Yogyakarta;Online - Toko Oren;5;Sukses;
28/02/2025;P03216;  Pasta Gigi ;PERAWATAN;15000;3;;0;15000;;Nia;Semarang;Online - Toko Hijau;5;Returned;
28/02/2025;P03217;Minyak Goreng;MAKANAN;18000;3;;0;22000;;Lina;Makassar;Online - Toko Hijau;3;Returned;
28/02/2025;P03218;Deterjen;PEMBERSIH;10000;2;;0;18000;;Beni;Palembang;Online - Toko Oren;2;Failed;
28/02/2025;P03219;Shampo;perawatan;20000;2;;0;20000;;Gina;Malang;Online - Toko Hijau;5;Failed;
28/02/2025;P03220;Sabun Cuci;PEMBERSIH;5000;2;;0;13000;;Ocha;Tangerang;Online - Toko Oren;3;Pending;
28/02/2025;P03221;Sabun Mandi;pembersih;7000;2;;0;12000;;Lina;Bekasi;Online - Toko Oren;2;Pending;
28/02/2025;P03222;Pembersih Lantai;Pembersih;8000;1;;0;22000;;Ulya;Makassar;Online - Toko Hijau;1;Sukses;
28/02/2025;P03223;Teh;MAKANAN;15000;1;;0;15000;;Oki;Semarang;Offline;1;Failed;
28/02/2025;P03224;Teh;Makanan;15000;1;;0;20000;;Deni;Surabaya;Online - Toko Hijau;2;Sukses;
28/02/2025;P03225;Deterjen;PEMBERSIH;10000;2;;0;22000;;Rina;Makassar;Online - Toko Hijau;1;Failed;
28/02/2025;P03226;  Pembersih Lantai ;pembersih;8000;3;;0;0;;Joko;Bandung;Online - Toko Oren;3;Pending;
28/02/2025;P03227;Sabun Mandi;pembersih;7000;3;;0;25000;;Shinta;Medan;Offline;4;Sukses;
28/02/2025;P03228;Deterjen;Pembersih;10000;3;;0;18000;;Herry;Palembang;Online - Toko Oren;3;Sukses;
28/02/2025;P03229;Pembersih Lantai;Pembersih;8000;2;;0;12000;;Vina;Bogor;Offline;4;Failed;
28/02/2025;P03230;Deterjen;pembersih;10000;3;;0;20000;;Aulia;Surabaya;Online - Toko Hijau;5;Pending;
28/02/2025;P03231;Kopi;Makanan;25000;1;;0;13000;;Bobby;Tangerang;Offline;1;Pending;
28/02/2025;P03232;Shampo;PERAWATAN;20000;2;;0;20000;;Maya;Malang;Online - Toko Oren;2;Sukses;
28/02/2025;P03233;Kopi;makanan;25000;3;;0;20000;;Gilang;Malang;Online - Toko Oren;2;Failed;
28/02/2025;P03234;Pembersih Lantai;pembersih;8000;3;;0;12000;;Budi;Bekasi;Online - Toko Hijau;3;Sukses;
28/02/2025;P03235;Minyak Goreng;MAKANAN;18000;1;;0;15000;;Mutiara;Semarang;Online - Toko Oren;4;Failed;
28/02/2025;P03236;Pembersih Lantai;PEMBERSIH;8000;2;;0;22000;;Herry;Makassar;Online - Toko Hijau;3;Sukses;
28/02/2025;P03237;Sabun Cuci;pembersih;5000;2;;0;13000;;Juli;Tangerang;Offline;5;Returned;
28/02/2025;P03238;Teh;MAKANAN;15000;1;;0;15000;;Kirana;Semarang;Offline;5;Failed;
28/02/2025;P03239;Minyak Goreng;MAKANAN;18000;3;;0;18000;;Deni;Yogyakarta;Online - Toko Hijau;5;Sukses;
28/02/2025;P03240;Minyak Goreng;MAKANAN;18000;1;;0;20000;;Fiona;Surabaya;Offline;1;Failed;
28/02/2025;P03241;  Teh ;MAKANAN;15000;2;;0;22000;;Putri;Makassar;hijau_toko_web;1;Failed;
28/02/2025;P03242;Kopi;MAKANAN;25000;3;;0;15000;;Yusuf;Semarang;Online - Toko Oren;1;Pending;
28/02/2025;P03243;Deterjen;PEMBERSIH;10000;1;;0;22000;;Beni;Makassar;Offline;5;Failed;
28/02/2025;P03244;Minyak Goreng;MAKANAN;18000;3;;0;25000;;Udin;Medan;Online - Toko Oren;4;Failed;
28/02/2025;P03245;Kopi;makanan;25000;3;;0;25000;;Citra;Bali;Online - Toko Oren;4;Failed;
28/02/2025;P03246;Sabun Cuci;pembersih;5000;1;;0;0;;Zenia;Bandung;Online - Toko Oren;1;Returned;
28/02/2025;P03247;Teh;MAKANAN;15000;1;;0;10000;;Cahya;Depok;Online - Toko Hijau;3;Failed;
28/02/2025;P03248;Pembersih Lantai;pembersih;8000;1;;0;25000;;Arief;Bali;Online - Toko Oren;4;Failed;
28/02/2025;P03249;Pasta Gigi;Perawatan;15000;1;;0;13000;;Eli;Tangerang;Offline;1;Sukses;
28/02/2025;P03250;Sabun Cuci;PEMBERSIH;5000;2;;0;25000;;Yuni;Bali;Online - Toko Hijau;4;Failed;
28/02/2025;P03251;Sabun Cuci;pembersih;5000;1;;0;30000;;Vera;Samarinda;Online - Toko Oren;4;Pending;
28/02/2025;P03252;Pembersih Wajah;PERAWATAN;12000;3;;0;13000;;Tian;Tangerang;Offline;4;Sukses;
28/02/2025;P03253;Sabun Mandi;PEMBERSIH;7000;2;;0;18000;;Dewa;Palembang;Online - Toko Hijau;3;Failed;
28/02/2025;P03254;Minyak Goreng;MAKANAN;18000;3;;0;13000;;Budi;Tangerang;Online - Toko Oren;4;Pending;
28/02/2025;P03255;Pasta Gigi;PERAWATAN;15000;2;;0;25000;;Yusra;Medan;Online - Toko Hijau;2;Pending;
01/03/2025;P03256;Pembersih Wajah;perawatan;12000;1;;0;12000;;Hadi;Bekasi;Online - Toko Oren;1;Pending;
01/03/2025;P03257;Pembersih Wajah;perawatan;12000;3;;0;30000;;Beni;Samarinda;Offline;1;Returned;
01/03/2025;P03258;Sabun Mandi;PEMBERSIH;7000;2;;0;13000;;Tian;Tangerang;hijau_toko_web;4;Returned;
01/03/2025;P03259;Deterjen;PEMBERSIH;10000;2;;0;12000;;Joko;Bekasi;hijau_toko_web;3;Returned;
01/03/2025;P03260;Pasta Gigi;perawatan;15000;3;;0;18000;;Jamil;Palembang;Online - Toko Hijau;1;Returned;
01/03/2025;P03261;Minyak Goreng;Makanan;18000;1;;0;18000;;Arief;Palembang;Online - Toko Hijau;5;Returned;
01/03/2025;P03262;Minyak Goreng;makanan;18000;1;;0;25000;;Ika;Bali;Offline;1;Failed;
01/03/2025;P03263;  Teh ;MAKANAN;15000;3;;0;18000;;Meli;Palembang;Online - Toko Hijau;1;Returned;
01/03/2025;P03264;Kopi;Makanan;25000;3;;0;30000;;Mutiara;Samarinda;Online - Toko Oren;4;Pending;
01/03/2025;P03265;  Kopi ;makanan;25000;1;;0;25000;;Nia;Medan;Online - Toko Oren;1;Failed;
01/03/2025;P03266;Kopi;MAKANAN;25000;1;;0;0;;Nia;Bandung;hijau_toko_web;3;Returned;
01/03/2025;P03267;Pembersih Wajah;PERAWATAN;12000;2;;0;10000;;Umar;Depok;Online - Toko Oren;3;Pending;
01/03/2025;P03268;Deterjen;PEMBERSIH;10000;1;;0;12000;;Riko;Bekasi;Online - Toko Hijau;1;Failed;
01/03/2025;P03269;Minyak Goreng;makanan;18000;1;;0;25000;;Santi;Bali;Online - Toko Oren;4;Sukses;
01/03/2025;P03270;  Pembersih Wajah ;PERAWATAN;12000;2;;0;12000;;Shinta;Bogor;Online - Toko Oren;5;Pending;
01/03/2025;P03271;Pembersih Lantai;pembersih;8000;3;;0;12000;;Herry;Bekasi;Toko_Oren_Online;1;Failed;
01/03/2025;P03272;Sabun Mandi;pembersih;7000;3;;0;20000;;Taufik;Surabaya;Offline;1;Pending;
01/03/2025;P03273;Kopi;MAKANAN;25000;2;;0;20000;;Gilang;Malang;Online - Toko Oren;2;Pending;
01/03/2025;P03274;Pembersih Wajah;PERAWATAN;12000;3;;0;18000;;Lestari;Yogyakarta;Offline;5;Returned;
01/03/2025;P03275;Pembersih Lantai;PEMBERSIH;8000;1;;0;15000;;Vina;Jakarta;Online - Toko Hijau;3;Failed;
01/03/2025;P03276;Sabun Cuci;PEMBERSIH;5000;3;;0;13000;;Farhan;Tangerang;Offline;5;Returned;
01/03/2025;P03277;  Pembersih Wajah ;Perawatan;12000;1;;0;0;;Mira;Bandung;Online - Toko Oren;3;Pending;
01/03/2025;P03278;Sabun Mandi;Pembersih;7000;1;;0;30000;;Elisa;Samarinda;Offline;3;Pending;
01/03/2025;P03279;Shampo;Perawatan;20000;2;;0;18000;;Gita;Palembang;Online - Toko Oren;1;Failed;
